line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_origin,customs_office,origin_origin,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,origin,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
371,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Fruits confits au vinaigre,fruits confits au vinaigre,150,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,27,fruits confits en vinaigre,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,36,"Fruits ; divers ; amandes, pelures, raisins, prunes",Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,150,0,0,
372,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Fruits vert,fruits verts,390,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2,fruits verts,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,33,"Fruits ; divers ; amandes, pelures, raisins, prunes",Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits frais,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,390,0,0,
373,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Fruits secs,fruits secs,4600,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,227,fruits secs,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,892,"Fruits ; divers ; amandes, pelures, raisins, prunes",Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits secs et noix,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,4600,0,0,
374,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Futailles vides,futailles vides,1377,153,pièces,pièces,9,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Marseille,France,Marseille,France,France,Not Outre-mers,56,futailles vides,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,141,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,153,,0,0,0,1,1,0,1377,1,0,0
375,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Futailles vides,futailles vides,243,27,pièces,pièces,9,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,56,futailles vides,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,141,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,27,,0,0,0,1,1,0,243,1,0,0
376,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Futailles vides,futailles vides,243,27,pièces,pièces,9,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,56,futailles vides,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,141,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,27,,0,0,0,1,1,0,243,1,0,0
377,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Futailles vides,futailles vides,7155,795,pièces,pièces,9,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimtion,,,,,,,,,La Rochelle,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,56,futailles vides,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,141,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,795,,0,0,0,1,1,0,7155,1,0,0
378,National toutes directions partenaires manquants,1789,La Rochelle,Etats de l'Empereur,États de l'Empereur,Imports,Futailles vides,futailles vides,594,66,pièces,pièces,9,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,,États de l'Empereur,Flandre et autres états de l'Empereur,États de l'Empereur,Flandres,États de l'Empereur,Not Outre-mers,56,futailles vides,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,141,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,66,,0,0,0,1,1,0,594,1,0,0
379,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Futailles petites,futailles petites,853,853,livres,livres,1,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,18,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,futailles petites,6b,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,livres,1,kg,.48949999,0,417.54349,2.042901,0,0,0,1,1,0,853,0,0,0
38,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Savon,savon,95143.203,158572,livres,livres,.60000002,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,-.2,,,,,,,,La Rochelle,,Marseille,France,Marseille,France,France,Not Outre-mers,1464,savon,5,x,,0,Peut-être Canada,,0,not a medical product,1545,Savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Savon,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,livres,1,kg,.48949999,0,77620.992,1.2257407,0,0,0,1,1,1,95143,0,0,-.20378065
38,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Coton en laine,coton en laine,679373,438306,livres,livres,1.5499971,1789,La Rochelle,La Rochelle,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,15218329,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,692,coton,2,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,587,Coton,Pas grain (0),raw cotton,raw cotton,Not coffee,Sans lien avec la porcelaine,out,Coton non transformé,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,livres,1,kg,.48949999,0,214550.78,,0,0,0,1,1,0,679373,1,0,-.025096416
380,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Grains comestibles bled froment,grains comestibles blé froment,156750,1254000,livres,livres,.125,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,2,grains froment,0a,x,,0,Hors Canada,,0,not a medical product,1492,,Froment (1),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,613833,.25536263,0,0,0,1,1,0,156750,0,0,0
381,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Grains comestibles bled froment,grains comestibles blé froment,126012.5,1008100,livres,livres,.125,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,2,grains froment,0a,x,,0,Hors Canada,,0,not a medical product,1492,,Froment (1),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,493464.94,.25536263,0,0,0,1,1,1,126012,0,0,-.5
382,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Orge,orge,5460,91000,livres,livres,.059999999,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,414,grains orge,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,593,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,44544.5,.12257405,0,0,0,1,1,0,5460,0,0,.00012204051
383,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Orge,orge,9600,160000,livres,livres,.059999999,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,414,grains orge,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,593,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,78320,.12257405,0,0,0,1,1,0,9600,0,0,.00021457672
384,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Seigle,seigle,24854,292400,livres,livres,.085000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,14,grains seigle,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,530,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,143129.8,.17364658,0,0,0,1,1,0,24854,0,0,-.00026142597
385,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Seigle,seigle,23630,278000,livres,livres,.085000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,14,grains seigle,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,530,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,136081,.17364658,0,0,0,1,1,0,23630,0,0,-.00024855137
386,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Ris,riz,4815.9004,16053,livres,livres,.30000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,.1,,,,,,,,La Rochelle,,Marseille,France,Marseille,France,France,Not Outre-mers,1270,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,7857.9434,.61287034,0,0,0,1,1,1,4816,0,0,.099808633
387,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Imports,Ris,riz,900.00006,3000,livres,livres,.30000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Lorient,France,Lorient,France,France,Not Outre-mers,1270,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,1468.5,.61287034,0,0,0,1,1,1,900,0,0,-.000035762787
388,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Ris,riz,5859.3003,19531,livres,livres,.30000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,-.30000001,,,,,,,,La Rochelle,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,1270,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,9560.4238,.61287034,0,0,0,1,1,1,5859,0,0,-.30023283
389,National toutes directions partenaires manquants,1789,La Rochelle,L'amerique,Amérique,Imports,Ris,riz,5707.5,19025,livres,livres,.30000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,.5,,,,,,,,La Rochelle,,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique et ses colonies,Not Outre-mers,1270,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,9312.7373,.61287034,0,0,0,1,1,1,5708,0,0,.4997732
39,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Sel,sel,75306,4795075,livres,livres,.015704865,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,2347189.3,,0,0,0,1,1,0,75306,1,0,-.0037947726
39,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Coton en laine,coton en laine,45523,29370,livres,livres,1.549983,1789,La Rochelle,Rochefort,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,15218329,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,692,coton,2,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,587,Coton,Pas grain (0),raw cotton,raw cotton,Not coffee,Sans lien avec la porcelaine,out,Coton non transformé,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,livres,1,kg,.48949999,0,14376.614,,0,0,0,1,1,0,45523,1,0,-.0014324188
390,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Graines de jardin,graine de jardin,240,160,livres,livres,1.5,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Marseille,France,Marseille,France,France,Not Outre-mers,369,graine de jardin,2,x,,0,Hors Canada,,0,not a medical product,961,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graines de jardin,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,78.32,3.0643516,0,0,0,1,1,0,240,0,0,0
391,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Graines de jardin,graine de jardin,418.5,279,livres,livres,1.5,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,369,graine de jardin,2,x,,0,Hors Canada,,0,not a medical product,961,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graines de jardin,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,136.5705,3.0643516,0,0,0,1,1,1,418,0,0,-.5
392,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Huile de graine,huile de graine,6020,8600,livres,livres,.69999999,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,211,huile de graine,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,587,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huiles diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,4209.6997,1.4300307,0,0,0,1,1,0,6020,0,0,.00010251999
393,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Huile de graine,huile de graine,5532.1001,7903,livres,livres,.69999999,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,-360.10001,,,,,,,,La Rochelle,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,211,huile de graine,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,587,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huiles diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,3868.5183,1.4300307,0,0,0,1,1,1,5172,0,0,-360.09991
394,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Huile d'olive,huile d'olive,83814.297,93127,livres,livres,.89999998,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,-.30000001,,,,,,,,La Rochelle,,Marseille,France,Marseille,France,France,Not Outre-mers,1647,huile d'olive,4,x,Huile d'olive de France,0,Hors Canada,,0,not a medical product,2680,Huile ; d'olive ; blanc ; de Gènes,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huile d'olive à manger,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,45585.664,1.8386109,0,0,0,1,1,1,83814,0,0,-.29777968
395,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Instruments de musique,instruments de musique,432,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,100,instruments de musique,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,406,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages divers et mélangés,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,432,0,0,
396,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Laine,laine,100,80,livres,livres,1.25,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,487,laine,2,x,Lainage,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,766,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Laines non transformées diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,livres,1,kg,.48949999,0,39.16,2.5536263,0,0,0,1,1,0,100,0,0,0
